yearID,teamID,parkID,firstGame,lastGame,games,openings,attendance
1880,TRN,TRO01,1880-05-18,1880-09-17,40,0,0
1880,WOR,WOR01,1880-05-01,1880-10-01,42,0,0
1881,BFN,BUF01,1881-05-05,1881-09-10,41,0,0
1881,BSN,BOS01,1881-05-03,1881-09-30,41,0,0
1881,CHN,CHI03,1881-04-30,1881-08-25,42,40,94800
1881,CL2,CLE02,1881-05-06,1881-09-05,42,0,0
1881,DTN,DET01,1881-05-02,1881-09-09,42,0,0
1881,PRO,PRO02,1881-05-02,1881-09-30,43,0,0
1881,TRN,ALB01,1881-06-15,1881-09-10,2,0,0
1881,TRN,TRO01,1881-05-05,1881-09-30,41,0,0
1881,WOR,WOR01,1881-04-30,1881-09-30,42,0,0
1882,BFN,BUF01,1882-05-01,1882-09-26,39,0,0
1882,BL2,BAL02,1882-05-09,1882-09-30,33,0,0
1882,BSN,BOS01,1882-05-01,1882-09-30,43,0,0
1882,CHN,CHI03,1882-05-10,1882-09-30,45,43,138300
1882,CL2,CLE02,1882-05-01,1882-09-30,42,0,0
1882,CN2,CIN03,1882-05-02,1882-09-28,42,0,0
1882,DTN,DET01,1882-05-15,1882-09-20,43,0,0
1882,LS2,LOU02,1882-05-05,1882-09-25,39,0,0
1882,PH4,PHI03,1882-05-02,1882-09-21,39,0,0
1882,PRO,PRO02,1882-05-01,1882-10-02,42,0,0
1882,PT1,PIT02,1882-05-10,1882-09-23,37,0,0
1882,SL4,STL03,1882-05-02,1882-10-01,44,0,0
1882,TRN,ALB01,1882-05-16,1882-05-30,4,0,0
1882,TRN,WAT01,1882-05-20,1882-08-26,38,0,0
1882,WOR,WOR01,1882-05-02,1882-09-29,42,0,0
1883,BFN,BUF01,1883-05-05,1883-09-08,49,0,0
1883,BL2,BAL03,1883-05-01,1883-09-06,49,0,0
1883,BSN,BOS01,1883-05-30,1883-09-29,49,0,0
1883,CHN,CHI03,1883-05-05,1883-09-08,49,44,122800
1883,CL2,CLE02,1883-05-01,1883-08-22,49,0,0
1883,CL5,COL01,1883-05-01,1883-09-27,47,0,0
1883,CN2,CIN03,1883-05-01,1883-09-29,51,0,0
1883,DTN,DET01,1883-05-01,1883-09-03,51,0,0
1883,LS2,LOU02,1883-05-11,1883-09-30,47,0,0
1883,NY1,NYC03,1883-05-01,1883-09-29,49,0,0
1883,NY4,NYC03,1883-05-12,1883-09-06,34,0,0
1883,NY4,NYC04,1883-05-30,1883-09-04,13,0,0
1883,PH4,PHI01,1883-05-10,1883-09-07,51,0,0
1883,PHI,PHI04,1883-05-01,1883-09-29,50,0,0
1883,PRO,PRO02,1883-05-30,1883-09-29,49,0,0
1883,PT1,PIT02,1883-06-12,1883-09-06,32,0,0
1883,PT1,PIT03,1883-05-01,1883-06-09,17,0,0
1883,SL4,STL03,1883-05-15,1883-09-30,49,0,0
1884,ALT,ALT01,1884-04-30,1884-05-31,18,0,0
1884,BFN,BUF02,1884-05-21,1884-10-15,58,0,0
1884,BL2,BAL03,1884-05-01,1884-10-15,57,0,0
1884,BLU,BAL04,1884-04-17,1884-09-24,49,0,0
1884,BLU,BAL05,1884-08-25,1884-08-25,1,0,0
1884,BR3,NYC05,1884-05-05,1884-10-15,52,0,0
1884,BSN,BOS01,1884-05-01,1884-09-13,56,0,0
1884,BSU,BOS02,1884-04-30,1884-09-24,57,0,0
1884,CHN,CHI03,1884-05-29,1884-10-11,57,50,94100
1884,CHU,BAL04,1884-09-17,1884-09-17,1,0,0
1884,CHU,CHI05,1884-05-02,1884-08-01,35,0,0
1884,CHU,PIT03,1884-08-25,1884-08-30,5,0,0
1884,CL2,CLE02,1884-05-21,1884-10-11,56,0,0
1884,CL5,COL01,1884-05-14,1884-09-22,55,0,0
1884,CN2,CIN04,1884-05-01,1884-09-22,56,0,0
1884,CN2,NYC05,1884-10-10,1884-10-10,1,0,0
1884,CNU,CIN03,1884-04-17,1884-10-15,52,0,0
1884,DTN,DET01,1884-06-02,1884-10-14,58,0,0
1884,IN2,IND02,1884-05-14,1884-09-20,44,0,0
1884,IN2,IND03,1884-05-18,1884-09-21,11,0,0
1884,KCU,KAN01,1884-06-07,1884-10-19,36,0,0
1884,LS2,LOU02,1884-05-01,1884-09-22,56,0,0
1884,MLU,MIL02,1884-09-27,1884-10-12,12,0,0
1884,NY1,NYC03,1884-05-01,1884-09-13,58,0,0
1884,NY4,NYC03,1884-07-17,1884-10-15,22,0,0
1884,NY4,NYC06,1884-05-13,1884-08-23,33,0,0
1884,PH4,PHI01,1884-05-09,1884-10-15,54,0,0
1884,PHI,PHI04,1884-05-01,1884-10-15,57,0,0
1884,PHU,PHI05,1884-04-17,1884-08-07,35,0,0
1884,PRO,PRO02,1884-05-01,1884-09-13,57,0,0
1884,PT1,PIT04,1884-05-01,1884-10-15,56,0,0
1884,RIC,RIC02,1884-08-05,1884-10-15,22,0,0
1884,SL4,STL03,1884-05-01,1884-09-23,55,0,0
1884,SLU,STL04,1884-04-20,1884-10-19,55,0,0
1884,TL1,TOL01,1884-05-14,1884-09-24,54,0,0
1884,TL1,TOL02,1884-09-13,1884-09-13,1,0,0
1884,WIL,WIL01,1884-09-02,1884-09-10,7,0,0
1884,WS7,WAS04,1884-05-01,1884-08-02,30,0,0
1884,WSU,WAS03,1884-04-18,1884-09-25,65,0,0
1885,BFN,BUF02,1885-05-08,1885-10-07,50,0,0
1885,BFN,ELM01,1885-10-10,1885-10-10,2,0,0
1885,BFN,MIL02,1885-09-04,1885-09-04,1,0,0
1885,BL2,BAL03,1885-04-20,1885-10-01,55,0,0
1885,BR3,NYC05,1885-04-24,1885-10-01,57,0,0
1885,BSN,BOS01,1885-05-11,1885-09-12,59,0,0
1885,CHN,CHI06,1885-06-06,1885-10-10,56,54,154677
1885,CN2,CIN04,1885-04-20,1885-08-30,56,0,0
1885,DTN,DET01,1885-05-01,1885-10-09,52,0,0
1885,LS2,LOU02,1885-04-19,1885-08-30,56,0,0
1885,NY1,NYC03,1885-05-02,1885-09-26,61,0,0
1885,NY4,NYC03,1885-04-24,1885-10-01,52,0,0
1885,PH4,PHI01,1885-04-18,1885-10-05,57,0,0
1885,PHI,PHI04,1885-05-02,1885-09-07,55,0,0
1885,PRO,MIL02,1885-09-25,1885-09-25,1,0,0
1885,PRO,PRO02,1885-05-11,1885-09-09,50,0,0
1885,PT1,PIT04,1885-04-28,1885-09-05,57,0,0
1885,SL4,STL03,1885-04-18,1885-09-06,55,0,0
1885,SL5,IND02,1885-09-15,1885-09-15,1,0,0
1885,SL5,STL04,1885-04-30,1885-10-09,57,0,0
1886,BL2,BAL03,1886-04-17,1886-09-23,67,3,6300
1886,BR3,NYC05,1886-04-22,1886-09-23,56,3,12000
1886,BR3,NYC07,1886-05-02,1886-09-19,14,3,17000
1886,BSN,BOS01,1886-05-28,1886-10-09,59,0,0
1886,CHN,CHI06,1886-05-06,1886-09-11,62,53,172600
1886,CN2,CIN04,1886-04-17,1886-10-10,71,2,13000
1886,DTN,DET01,1886-05-10,1886-09-23,62,1,5000
1886,KCN,KAN02,1886-04-30,1886-09-18,58,1,5000
1886,LS2,LOU02,1886-04-18,1886-10-10,69,1,10000
1886,NY1,NYC03,1886-04-29,1886-10-09,63,4,56000
1886,NY4,SAI01,1886-04-22,1886-09-23,65,2,10000
1886,PH4,PHI01,1886-04-17,1886-10-15,71,2,11000
1886,PHI,PHI04,1886-05-03,1886-10-09,62,2,9058
1886,PT1,PIT04,1886-05-01,1886-10-12,74,1,1000
1886,SL4,STL03,1886-04-18,1886-10-10,70,4,33000
1886,SL5,STL04,1886-04-29,1886-09-23,63,1,3500
1886,WS8,WAS05,1886-04-29,1886-10-11,66,4,6700
1887,BL2,BAL03,1887-04-16,1887-10-01,68,2,15500
1887,BR3,NYC05,1887-04-16,1887-10-06,59,4,36500
1887,BR3,NYC18,1887-04-24,1887-10-09,15,3,25000
1887,BSN,BOS01,1887-05-09,1887-09-10,60,4,41000
1887,CHN,CHI06,1887-05-06,1887-09-29,67,59,280150
1887,CL3,CLE03,1887-05-04,1887-10-03,59,7,17200
1887,CL3,CLE09,1887-08-21,1887-08-21,1,0,0
1887,CN2,CIN04,1887-04-16,1887-10-02,73,2,20000
1887,DTN,DET01,1887-05-05,1887-09-28,62,5,16700
1887,IN3,IND04,1887-04-28,1887-10-08,64,2,4200
1887,LS2,LOU02,1887-04-16,1887-10-09,69,3,12000
1887,NY1,NYC03,1887-04-28,1887-10-08,63,8,51525
1887,NY4,NYC05,1887-10-08,1887-10-08,1,0,0
1887,NY4,SAI01,1887-05-03,1887-10-10,60,2,4000
1887,NY4,WEE01,1887-09-11,1887-09-11,1,0,0
1887,PH4,PHI01,1887-04-21,1887-10-10,71,4,29500
1887,PHI,PHI06,1887-04-30,1887-10-07,64,2,26500
1887,PIT,PIT04,1887-04-30,1887-10-08,65,7,33500
1887,SL4,STL03,1887-04-22,1887-10-09,73,2,15000
1887,WS8,WAS05,1887-04-29,1887-10-08,62,4,8300
1887,WS8,WOR02,1887-08-17,1887-08-17,1,0,0
1888,BL2,BAL03,1888-04-20,1888-10-13,56,0,0
1888,BR3,NYC05,1888-04-18,1888-10-16,56,6,9200
1888,BR3,NYC18,1888-04-22,1888-10-14,20,0,0
1888,BSN,BOS03,1888-05-25,1888-10-13,68,1,15000
1888,CHN,CHI06,1888-05-01,1888-09-26,70,58,283642
1888,CL3,CLE03,1888-05-02,1888-09-15,56,3,1500
1888,CL3,GEA01,1888-07-22,1888-08-26,3,0,0
1888,CL3,NEW03,1888-09-02,1888-09-02,1,0,0
1888,CN2,CIN04,1888-05-01,1888-10-14,82,4,17900
1888,DTN,DET01,1888-05-01,1888-09-22,68,2,14000
1888,IN3,IND05,1888-04-20,1888-09-22,66,3,8000
1888,KC2,KAN02,1888-04-18,1888-09-29,56,1,1000
1888,KC2,KAN03,1888-09-30,1888-09-30,1,0,0
1888,LS2,LOU02,1888-04-28,1888-10-14,60,1,1200
1888,NY1,NYC03,1888-04-25,1888-10-13,70,8,51900
1888,PH4,GLO01,1888-10-14,1888-10-14,1,0,0
1888,PH4,GLO02,1888-08-05,1888-08-26,2,0,0
1888,PH4,PHI01,1888-04-18,1888-10-17,72,1,2014
1888,PHI,PHI06,1888-04-20,1888-10-13,66,1,1200
1888,PIT,PIT04,1888-04-20,1888-09-27,70,4,13000
1888,SL4,STL03,1888-04-18,1888-10-11,82,1,8000
1888,WS8,WAS05,1888-04-20,1888-10-13,66,0,0
1889,BL2,BAL06,1889-04-18,1889-10-10,67,1,2108
1889,BR3,NYC05,1889-04-25,1889-05-04,8,0,0
1889,BR3,NYC08,1889-05-30,1889-10-05,49,7,57759
1889,BR3,NYC18,1889-05-05,1889-10-06,14,2,12684
1889,BSN,BOS03,1889-05-08,1889-09-18,68,1,10000
1889,CHN,CHI06,1889-05-08,1889-10-05,69,38,115050
1889,CL4,CLE03,1889-05-03,1889-10-05,68,1,10000
1889,CL6,COL02,1889-04-28,1889-10-14,69,0,0
1889,CN2,CIN04,1889-04-17,1889-10-15,74,3,22000
1889,IN3,IND05,1889-04-24,1889-10-05,69,0,0
1889,KC2,KAN03,1889-04-25,1889-09-30,70,0,0
1889,LS2,LOU02,1889-04-17,1889-10-14,64,2,3000
1889,NY1,JER01,1889-04-24,1889-04-25,2,0,0
1889,NY1,NYC09,1889-07-08,1889-09-14,38,1,2000
1889,NY1,SAI01,1889-04-29,1889-06-14,23,2,5490
1889,PH4,GLO01,1889-04-21,1889-10-13,14,0,0
1889,PH4,PHI01,1889-04-18,1889-10-15,59,2,3078
1889,PHI,PHI06,1889-04-29,1889-09-21,68,0,0
1889,PIT,PIT04,1889-04-24,1889-10-05,70,0,0
1889,SL4,STL03,1889-04-25,1889-10-06,71,1,14000
1889,WS8,WAS05,1889-04-24,1889-09-21,56,0,0
1890,BFP,BUF03,1890-04-19,1890-10-04,65,4,2292
1890,BL3,BAL06,1890-08-27,1890-10-15,22,1,4192
1890,BR4,MAS01,1890-07-27,1890-08-03,2,0,0
1890,BR4,NYC09,1890-06-09,1890-08-02,8,0,0
1890,BR4,NYC18,1890-04-17,1890-06-08,28,3,6362
1890,BRO,NYC08,1890-04-28,1890-10-03,74,5,15061
1890,BRP,NYC11,1890-04-28,1890-09-12,66,7,8134
1890,BSN,BOS03,1890-04-19,1890-09-16,66,2,6691
1890,BSP,BOS04,1890-04-19,1890-09-10,73,6,28726
1890,CHN,CHI06,1890-04-29,1890-10-03,74,66,112944
1890,CHP,CHI07,1890-05-05,1890-10-04,70,9,41725
1890,CIN,CIN04,1890-04-19,1890-10-03,73,6,24264
1890,CL4,CLE03,1890-04-25,1890-10-04,63,4,6150
1890,CL4,DET01,1890-09-23,1890-09-23,1,1,2000
1890,CL4,IND06,1890-07-28,1890-08-02,6,0,0
1890,CL6,COL02,1890-04-17,1890-10-13,71,1,4000
1890,CLP,CLE04,1890-04-30,1890-10-04,62,9,13238
1890,LS2,LOU02,1890-04-18,1890-10-14,74,4,35269
1890,NY1,NYC09,1890-04-19,1890-09-13,66,5,10054
1890,NYP,NYC10,1890-04-19,1890-09-18,66,8,26684
1890,PH4,GLO01,1890-04-27,1890-10-12,13,0,0
1890,PH4,PHI01,1890-04-17,1890-10-11,59,1,11810
1890,PHI,PHI06,1890-04-29,1890-09-10,76,4,11166
1890,PHP,PHI07,1890-04-30,1890-09-17,65,6,33755
1890,PIT,CAN02,1890-09-18,1890-09-18,1,0,0
1890,PIT,PIT04,1890-04-19,1890-09-30,38,7,4275
1890,PIT,WHE01,1890-09-22,1890-09-22,1,0,0
1890,PTP,PIT05,1890-04-19,1890-10-04,65,8,28389
1890,RC2,IRO01,1890-05-11,1890-07-20,6,0,0
1890,RC2,ROC01,1890-04-28,1890-10-04,57,0,0
1890,SL4,STL03,1890-04-22,1890-10-10,72,1,6775
1890,SR2,SYR02,1890-04-28,1890-10-04,54,1,1165
1890,SR2,SYR03,1890-08-03,1890-08-03,1,0,0
1890,SR2,THR01,1890-05-18,1890-07-20,5,0,0
1890,TL2,TOL03,1890-05-01,1890-10-02,68,2,7800
1891,BL3,BAL06,1891-04-08,1891-05-09,14,1,5800
1891,BL3,BAL07,1891-05-11,1891-10-03,56,0,0
1891,BRO,NYC11,1891-04-27,1891-09-30,72,68,181919
1891,BS2,BOS04,1891-04-18,1891-10-03,70,1,5000
1891,BSN,BOS03,1891-04-27,1891-09-30,73,64,178980
1891,CHN,CHI06,1891-05-01,1891-10-02,31,30,66160
1891,CHN,CHI07,1891-05-05,1891-10-03,36,36,119089
1891,CIN,CIN04,1891-04-22,1891-09-23,67,66,89154
1891,CL4,CLE05,1891-05-01,1891-10-03,69,68,118665
1891,CL6,COL02,1891-04-18,1891-09-22,62,1,1209
1891,CN3,PEN01,1891-04-25,1891-08-13,45,1,4125
1891,LS2,LOU02,1891-04-08,1891-09-27,71,0,0
1891,ML3,MIL03,1891-09-10,1891-10-04,20,1,300
1891,ML3,MIN01,1891-10-02,1891-10-02,1,0,0
1891,NY1,NYC10,1891-04-22,1891-10-03,69,62,196303
1891,PH4,PHI07,1891-04-08,1891-10-05,72,1,2169
1891,PHI,PHI06,1891-04-22,1891-10-03,69,62,214178
1891,PIT,PIT05,1891-04-22,1891-09-30,66,63,124898
1891,SL4,STL03,1891-04-08,1891-10-04,74,3,7377
1891,WS9,WAS06,1891-04-13,1891-10-06,72,0,0
1892,BLN,BAL07,1892-04-12,1892-10-15,77,65,94750
1892,BRO,NYC11,1892-04-22,1892-10-11,78,73,188811
1892,BSN,BOS03,1892-04-21,1892-10-08,76,68,147465
1892,CHN,CHI07,1892-04-23,1892-10-06,67,67,120572
1892,CIN,CIN04,1892-04-12,1892-10-15,80,73,197487
1892,CL4,CLE05,1892-04-21,1892-10-15,79,69,140810
1892,LS3,LOU02,1892-04-12,1892-10-09,70,63,135686
1892,NY1,NYC10,1892-04-23,1892-10-12,79,73,132211
1892,PHI,PHI06,1892-04-12,1892-10-15,79,72,193092
1892,PHI,PIT05,1892-06-30,1892-06-30,2,1,1835
1892,PIT,PIT05,1892-04-22,1892-10-12,89,78,184902
1892,SLN,KAN03,1892-08-23,1892-10-15,3,3,11321
1892,SLN,STL03,1892-04-12,1892-10-13,72,67,185652
1892,WAS,WAS06,1892-04-12,1892-10-15,70,62,124955
1893,BLN,BAL07,1893-04-29,1893-09-13,60,58,137316
1893,BRO,NYC11,1893-05-05,1893-09-09,67,61,223346
1893,BSN,BOS03,1893-05-15,1893-09-09,65,57,192092
1893,CHN,CHI07,1893-05-13,1893-05-24,8,8,12900
1893,CHN,CHI08,1893-05-14,1893-09-27,65,64,246611
1893,CIN,CIN04,1893-04-27,1893-09-29,66,60,191235
1893,CL4,CLE05,1893-05-04,1893-09-30,70,62,133101
1893,LS3,LOU02,1893-05-04,1893-05-04,1,1,1206
1893,LS3,LOU03,1893-05-22,1893-09-29,52,47,83419
1893,NY1,NYC10,1893-04-28,1893-09-09,71,63,275092
1893,PHI,PHI06,1893-04-28,1893-09-04,66,63,295683
1893,PIT,PIT05,1893-04-27,1893-09-30,73,65,178480
1893,SLN,STL05,1893-04-27,1893-09-30,72,61,201701
1893,WAS,WAS06,1893-04-27,1893-08-31,49,45,89987
1894,BLN,BAL07,1894-04-19,1894-09-06,67,66,343977
1894,BRO,NYC11,1894-04-21,1894-09-06,69,62,212450
1894,BSN,BOS03,1894-04-19,1894-05-14,4,4,22700
1894,BSN,BOS04,1894-05-16,1894-06-20,27,27,57836
1894,BSN,BOS05,1894-07-20,1894-09-06,32,29,79788
1894,CHN,CHI08,1894-05-04,1894-09-30,68,68,261810
1894,CIN,CIN05,1894-04-20,1894-09-30,66,60,171987
1894,CL4,CLE05,1894-05-03,1894-09-29,59,54,85197
1894,LS3,LOU03,1894-04-20,1894-09-30,62,58,92994
1894,NY1,NYC10,1894-04-28,1894-09-06,71,67,403680
1894,PHI,PHI06,1894-04-21,1894-08-04,43,41,270341
1894,PHI,PHI08,1894-08-11,1894-08-17,6,5,11950
1894,PHI,PHI14,1894-08-18,1894-09-06,22,18,79222
1894,PIT,PIT05,1894-05-03,1894-09-29,75,70,173034
1894,SLN,STL05,1894-04-19,1894-09-30,66,62,203272
1894,WAS,WAS06,1894-04-19,1894-09-06,62,59,138296
1895,BLN,BAL07,1895-04-18,1895-09-26,67,60,293432
1895,BRO,NYC11,1895-05-01,1895-09-25,67,64,239600
1895,BSN,BOS05,1895-04-19,1895-09-21,68,64,254300
1895,CHN,CHI08,1895-05-02,1895-09-29,67,67,403133
1895,CIN,CIN05,1895-04-18,1895-09-21,65,63,294745
1895,CL4,CLE05,1895-05-01,1895-09-21,62,54,142300
1895,LS3,LOU03,1895-04-18,1895-09-29,59,56,93970
1895,NY1,NYC10,1895-04-18,1895-09-30,67,64,262850
1895,PHI,PHI09,1895-05-02,1895-09-30,73,68,471414
1895,PIT,PIT05,1895-05-01,1895-09-18,67,61,198972
1895,SLN,STL05,1895-04-18,1895-09-28,68,66,177100
1895,WAS,WAS06,1895-04-20,1895-09-30,69,59,146124
1896,BLN,BAL07,1896-04-16,1896-09-22,67,62,255655
1896,BRO,NYC11,1896-04-29,1896-09-22,65,61,204200
1896,BSN,BOS05,1896-04-20,1896-09-07,67,61,230708
1896,CHN,CHI08,1896-04-30,1896-08-13,68,68,308257
1896,CIN,CIN05,1896-04-16,1896-09-20,66,63,366419
1896,CL4,CLE05,1896-05-02,1896-09-26,64,61,148000
1896,LS3,LOU03,1896-04-16,1896-09-15,64,61,144051
1896,NY1,NYC10,1896-04-21,1896-09-26,66,59,273200
1896,PHI,PHI09,1896-04-16,1896-09-26,69,65,361504
1896,PIT,PIT05,1896-04-21,1896-09-21,66,58,182500
1896,SLN,STL05,1896-04-16,1896-09-26,62,60,158010
1896,WAS,WAS06,1896-04-16,1896-09-26,68,61,241706
1897,BLN,BAL07,1897-04-22,1897-10-02,69,63,247162
1897,BRO,NYC11,1897-05-03,1897-10-02,70,64,221148
1897,BSN,BOS05,1897-04-19,1897-09-22,67,61,357879
1897,CHN,CHI08,1897-05-04,1897-09-19,67,67,334860
1897,CIN,CIN05,1897-04-22,1897-09-19,68,64,342700
1897,CL4,CLE05,1897-05-03,1897-09-26,65,61,116250
