playerID,yearID,teamID,inseason,manager_G,manager_W,manager_L,teamRank,plyrMgr,Half
collite99,1994,HOU,1,115,66,49,2,N,
mcraeha01,1994,KCA,1,115,64,51,3,N,
lasorto01,1994,LAN,1,115,58,56,1,N,
kellyto01,1994,MIN,1,113,53,60,4,N,
garneph01,1994,ML4,1,115,53,62,5,N,
aloufe01,1994,MON,1,114,74,40,1,N,
showabu99,1994,NYA,1,113,70,43,1,N,
greenda02,1994,NYN,1,113,55,58,3,N,
larusto01,1994,OAK,1,114,51,63,2,N,
fregoji01,1994,PHI,1,115,54,61,4,N,
leylaji99,1994,PIT,1,114,53,61,3,N,
rigglji99,1994,SDN,1,117,47,70,4,N,
pinielo01,1994,SEA,1,112,49,63,3,N,
bakerdu01,1994,SFN,1,115,55,60,2,N,
torrejo01,1994,SLN,1,115,53,61,3,N,
kenneke99,1994,TEX,1,114,52,62,1,N,
gastoci01,1994,TOR,1,115,55,60,3,N,
coxbo01,1995,ATL,1,144,90,54,1,N,
reganph01,1995,BAL,1,144,71,73,3,N,
kenneke99,1995,BOS,1,144,86,58,1,N,
lachema01,1995,CAL,1,145,78,67,2,N,
lamonge01,1995,CHA,1,31,11,20,3,N,
bevinte99,1995,CHA,2,113,57,56,3,N,
rigglji99,1995,CHN,1,144,73,71,3,N,
johnsda02,1995,CIN,1,144,85,59,1,N,
hargrmi01,1995,CLE,1,144,100,44,1,N,
baylodo01,1995,COL,1,144,77,67,2,N,
andersp01,1995,DET,1,144,60,84,4,N,
lachere01,1995,FLO,1,143,67,76,4,N,
collite99,1995,HOU,1,144,76,68,2,N,
boonebo01,1995,KCA,1,144,70,74,2,N,
lasorto01,1995,LAN,1,144,78,66,1,N,
kellyto01,1995,MIN,1,144,56,88,5,N,
garneph01,1995,ML4,1,144,65,79,4,N,
aloufe01,1995,MON,1,144,66,78,5,N,
showabu99,1995,NYA,1,145,79,65,2,N,
greenda02,1995,NYN,1,144,69,75,2,N,
larusto01,1995,OAK,1,144,67,77,4,N,
fregoji01,1995,PHI,1,144,69,75,3,N,
leylaji99,1995,PIT,1,144,58,86,5,N,
bochybr01,1995,SDN,1,144,70,74,3,N,
pinielo01,1995,SEA,1,145,79,66,1,N,
bakerdu01,1995,SFN,1,144,67,77,4,N,
torrejo01,1995,SLN,1,47,20,27,4,N,
jorgemi01,1995,SLN,2,96,42,54,4,N,
oatesjo01,1995,TEX,1,144,74,70,3,N,
gastoci01,1995,TOR,1,144,56,88,5,N,
coxbo01,1996,ATL,1,162,96,66,1,N,
johnsda02,1996,BAL,1,164,88,74,2,N,
kenneke99,1996,BOS,1,162,85,77,3,N,
lachema01,1996,CAL,1,111,52,59,4,N,
mcnamjo99,1996,CAL,2,28,10,18,4,N,
maddojo99,1996,CAL,3,22,8,14,4,N,
bevinte99,1996,CHA,1,163,85,77,2,N,
rigglji99,1996,CHN,1,163,76,86,4,N,
knighra01,1996,CIN,1,162,81,81,3,N,
hargrmi01,1996,CLE,1,161,99,62,1,N,
baylodo01,1996,COL,1,163,83,79,3,N,
bellbu01,1996,DET,1,162,53,109,5,N,
lachere01,1996,FLO,1,86,39,47,3,N,
rojasco01,1996,FLO,2,1,1,0,3,N,
bolesjo99,1996,FLO,3,75,40,35,3,N,
collite99,1996,HOU,1,162,82,80,2,N,
boonebo01,1996,KCA,1,161,75,86,5,N,
lasorto01,1996,LAN,1,76,41,35,2,N,
russebi01,1996,LAN,2,86,49,37,2,N,
kellyto01,1996,MIN,1,162,78,84,4,N,
garneph01,1996,ML4,1,163,80,82,3,N,
aloufe01,1996,MON,1,162,88,74,2,N,
torrejo01,1996,NYA,1,162,92,70,1,N,
greenda02,1996,NYN,1,131,59,72,4,N,
valenbo02,1996,NYN,2,31,12,19,4,N,
howear01,1996,OAK,1,162,78,84,3,N,
fregoji01,1996,PHI,1,162,67,95,5,N,
leylaji99,1996,PIT,1,162,73,89,5,N,
bochybr01,1996,SDN,1,162,91,71,1,N,
pinielo01,1996,SEA,1,161,85,76,2,N,
bakerdu01,1996,SFN,1,162,68,94,4,N,
larusto01,1996,SLN,1,162,88,74,1,N,
oatesjo01,1996,TEX,1,163,90,72,1,N,
gastoci01,1996,TOR,1,162,74,88,4,N,
collite99,1997,ANA,1,162,84,78,2,N,
coxbo01,1997,ATL,1,162,101,61,1,N,
johnsda02,1997,BAL,1,162,98,64,1,N,
williji03,1997,BOS,1,162,78,84,4,N,
bevinte99,1997,CHA,1,161,80,81,2,N,
rigglji99,1997,CHN,1,162,68,94,5,N,
knighra01,1997,CIN,1,99,43,56,3,N,
mckeoja99,1997,CIN,2,63,33,30,3,N,
hargrmi01,1997,CLE,1,161,86,75,1,N,
baylodo01,1997,COL,1,162,83,79,3,N,
bellbu01,1997,DET,1,162,79,83,3,N,
leylaji99,1997,FLO,1,162,92,70,2,N,
dierkla01,1997,HOU,1,162,84,78,1,N,
boonebo01,1997,KCA,1,82,36,46,5,N,
muserto01,1997,KCA,2,79,31,48,5,N,
russebi01,1997,LAN,1,162,88,74,2,N,
kellyto01,1997,MIN,1,162,68,94,4,N,
garneph01,1997,ML4,1,161,78,83,3,N,
aloufe01,1997,MON,1,162,78,84,4,N,
torrejo01,1997,NYA,1,162,96,66,2,N,
valenbo02,1997,NYN,1,162,88,74,3,N,
howear01,1997,OAK,1,162,65,97,4,N,
francte01,1997,PHI,1,162,68,94,5,N,
lamonge01,1997,PIT,1,162,79,83,2,N,
bochybr01,1997,SDN,1,162,76,86,4,N,
pinielo01,1997,SEA,1,162,90,72,1,N,
bakerdu01,1997,SFN,1,162,90,72,1,N,
larusto01,1997,SLN,1,162,73,89,4,N,
oatesjo01,1997,TEX,1,162,77,85,3,N,
gastoci01,1997,TOR,1,157,72,85,5,N,
queenme02,1997,TOR,2,5,4,1,5,N,
collite99,1998,ANA,1,162,85,77,2,N,
showabu99,1998,ARI,1,162,65,97,5,N,
coxbo01,1998,ATL,1,162,106,56,1,N,
millera99,1998,BAL,1,162,79,83,4,N,
williji03,1998,BOS,1,162,92,70,2,N,
manueje01,1998,CHA,1,162,80,82,2,N,
rigglji99,1998,CHN,1,163,90,73,2,N,
mckeoja99,1998,CIN,1,162,77,85,4,N,
hargrmi01,1998,CLE,1,162,89,73,1,N,
baylodo01,1998,COL,1,162,77,85,4,N,
bellbu01,1998,DET,1,137,52,85,5,N,
parrila01,1998,DET,2,25,13,12,5,N,
leylaji99,1998,FLO,1,162,54,108,5,N,
dierkla01,1998,HOU,1,162,102,60,1,N,
muserto01,1998,KCA,1,161,72,89,3,N,
russebi01,1998,LAN,1,74,36,38,3,N,
hoffmgl01,1998,LAN,2,88,47,41,3,N,
garneph01,1998,MIL,1,162,74,88,5,N,
kellyto01,1998,MIN,1,162,70,92,4,N,
aloufe01,1998,MON,1,162,65,97,4,N,
torrejo01,1998,NYA,1,162,114,48,1,N,
valenbo02,1998,NYN,1,162,88,74,2,N,
howear01,1998,OAK,1,162,74,88,4,N,
francte01,1998,PHI,1,162,75,87,3,N,
lamonge01,1998,PIT,1,162,69,93,6,N,
bochybr01,1998,SDN,1,162,98,64,1,N,
pinielo01,1998,SEA,1,161,76,85,3,N,
bakerdu01,1998,SFN,1,163,89,74,2,N,
larusto01,1998,SLN,1,162,83,79,3,N,
rothsla01,1998,TBA,1,162,63,99,5,N,
oatesjo01,1998,TEX,1,162,88,74,1,N,
johnsti01,1998,TOR,1,162,88,74,3,N,
collite99,1999,ANA,1,133,51,82,4,N,
maddojo99,1999,ANA,2,29,19,10,4,N,
showabu99,1999,ARI,1,162,100,62,1,N,
coxbo01,1999,ATL,1,162,103,59,1,N,
millera99,1999,BAL,1,162,78,84,4,N,
williji03,1999,BOS,1,162,94,68,2,N,
manueje01,1999,CHA,1,161,75,86,2,N,
rigglji99,1999,CHN,1,162,67,95,6,N,
mckeoja99,1999,CIN,1,163,96,67,2,N,
hargrmi01,1999,CLE,1,162,97,65,1,N,
leylaji99,1999,COL,1,162,72,90,5,N,
parrila01,1999,DET,1,161,69,92,3,N,
bolesjo99,1999,FLO,1,162,64,98,5,N,
dierkla01,1999,HOU,1,61,38,23,1,N,
galanma99,1999,HOU,2,27,13,14,2,N,
dierkla01,1999,HOU,3,74,46,28,1,N,
muserto01,1999,KCA,1,161,64,97,4,N,
johnsda02,1999,LAN,1,162,77,85,3,N,
garneph01,1999,MIL,1,112,52,60,5,N,
lefebji01,1999,MIL,2,49,22,27,5,N,
kellyto01,1999,MIN,1,162,63,97,5,N,
aloufe01,1999,MON,1,162,68,94,4,N,
torrejo01,1999,NYA,1,162,98,64,1,N,
valenbo02,1999,NYN,1,163,97,66,2,N,
howear01,1999,OAK,1,162,87,75,2,N,
francte01,1999,PHI,1,162,77,85,3,N,
lamonge01,1999,PIT,1,161,78,83,3,N,
bochybr01,1999,SDN,1,162,74,88,4,N,
pinielo01,1999,SEA,1,162,79,83,3,N,
bakerdu01,1999,SFN,1,162,86,76,2,N,
larusto01,1999,SLN,1,161,75,86,4,N,
rothsla01,1999,TBA,1,162,69,93,5,N,
oatesjo01,1999,TEX,1,162,95,67,1,N,
fregoji01,1999,TOR,1,162,84,78,3,N,
sciosmi01,2000,ANA,1,162,82,80,3,N,
showabu99,2000,ARI,1,162,85,77,3,N,
coxbo01,2000,ATL,1,157,91,66,1,N,
corrapa01,2000,ATL,2,5,4,1,1,N,
hargrmi01,2000,BAL,1,162,74,88,4,N,
williji03,2000,BOS,1,162,85,77,2,N,
manueje01,2000,CHA,1,154,92,62,1,N,
nossejo01,2000,CHA,2,8,3,5,1,N,
baylodo01,2000,CHN,1,162,65,97,6,N,
mckeoja99,2000,CIN,1,163,85,77,2,N,
manuech01,2000,CLE,1,149,82,67,2,N,
littlgr99,2000,CLE,2,13,8,5,2,N,
bellbu01,2000,COL,1,160,81,79,4,N,
harrato01,2000,COL,2,2,1,1,4,N,
garneph01,2000,DET,1,154,75,79,3,N,
melvibo01,2000,DET,2,8,4,4,3,N,
bolesjo99,2000,FLO,1,159,79,80,3,N,
gonzafr99,2000,FLO,2,2,0,2,3,N,
dierkla01,2000,HOU,1,162,72,90,4,N,
muserto01,2000,KCA,1,162,77,85,4,N,
johnsda02,2000,LAN,1,158,83,75,2,N,
tracyji01,2000,LAN,2,4,3,1,2,N,
lopesda01,2000,MIL,1,163,73,89,3,N,
kellyto01,2000,MIN,1,162,69,93,5,N,
aloufe01,2000,MON,1,162,67,95,4,N,
torrejo01,2000,NYA,1,161,87,74,1,N,
valenbo02,2000,NYN,1,162,94,68,2,N,
howear01,2000,OAK,1,161,91,70,1,N,
francte01,2000,PHI,1,162,65,97,5,N,
lamonge01,2000,PIT,1,162,69,93,5,N,
bochybr01,2000,SDN,1,162,76,86,5,N,
pinielo01,2000,SEA,1,162,91,71,2,N,
bakerdu01,2000,SFN,1,162,97,65,1,N,
larusto01,2000,SLN,1,162,95,67,1,N,
rothsla01,2000,TBA,1,158,67,91,5,N,
russebi01,2000,TBA,2,3,2,1,5,N,
oatesjo01,2000,TEX,1,162,71,91,4,N,
fregoji01,2000,TOR,1,162,83,79,3,N,
sciosmi01,2001,ANA,1,162,75,87,3,N,
brenlbo01,2001,ARI,1,162,92,70,1,N,
coxbo01,2001,ATL,1,162,88,74,1,N,
hargrmi01,2001,BAL,1,162,63,98,4,N,
williji03,2001,BOS,1,118,65,53,2,N,
kerrijo01,2001,BOS,2,43,17,26,2,N,
manueje01,2001,CHA,1,162,83,79,3,N,
baylodo01,2001,CHN,1,162,88,74,3,N,
boonebo01,2001,CIN,1,162,66,96,5,N,
manuech01,2001,CLE,1,144,80,64,1,N,
littlgr99,2001,CLE,2,18,11,7,1,N,
bellbu01,2001,COL,1,162,73,89,5,N,
garneph01,2001,DET,1,162,66,96,4,N,
bolesjo99,2001,FLO,1,49,22,27,4,N,
perezto01,2001,FLO,2,113,54,59,4,N,
dierkla01,2001,HOU,1,162,93,69,2,N,
muserto01,2001,KCA,1,161,65,96,5,N,
quirkja01,2001,KCA,2,1,0,1,5,N,
tracyji01,2001,LAN,1,162,86,76,3,N,
lopesda01,2001,MIL,1,162,68,94,4,N,
kellyto01,2001,MIN,1,162,85,77,2,N,
aloufe01,2001,MON,1,53,21,32,5,N,
torboje01,2001,MON,2,109,47,62,5,N,
torrejo01,2001,NYA,1,161,95,65,1,N,
valenbo02,2001,NYN,1,162,82,80,3,N,
howear01,2001,OAK,1,162,102,60,2,N,
bowala01,2001,PHI,1,162,86,76,2,N,
mcclell01,2001,PIT,1,162,62,100,6,N,
bochybr01,2001,SDN,1,162,79,83,4,N,
pinielo01,2001,SEA,1,158,112,46,1,N,
mclarjo99,2001,SEA,2,4,4,0,1,N,
bakerdu01,2001,SFN,1,162,90,72,2,N,
larusto01,2001,SLN,1,162,93,69,1,N,
rothsla01,2001,TBA,1,14,4,10,5,N,
mcraeha01,2001,TBA,2,148,58,90,5,N,
oatesjo01,2001,TEX,1,28,11,17,4,N,
narroje01,2001,TEX,2,134,62,72,4,N,
martibu01,2001,TOR,1,159,79,80,3,N,
rojasco01,2001,TOR,2,3,1,2,3,N,
sciosmi01,2002,ANA,1,162,99,63,2,N,
brenlbo01,2002,ARI,1,162,98,64,1,N,
coxbo01,2002,ATL,1,161,101,59,1,N,
hargrmi01,2002,BAL,1,162,67,95,4,N,
littlgr99,2002,BOS,1,162,93,69,2,N,
manueje01,2002,CHA,1,162,81,81,2,N,
baylodo01,2002,CHN,1,83,34,49,5,N,
lachere01,2002,CHN,2,1,0,1,5,N,
kimmbr01,2002,CHN,3,78,33,45,5,N,
boonebo01,2002,CIN,1,162,78,84,3,N,
manuech01,2002,CLE,1,86,39,47,3,N,
skinnjo01,2002,CLE,2,76,35,41,3,N,
bellbu01,2002,COL,1,22,6,16,4,N,
hurdlcl01,2002,COL,2,140,67,73,4,N,
garneph01,2002,DET,1,6,0,6,5,N,
pujollu01,2002,DET,2,155,55,100,5,N,
torboje01,2002,FLO,1,162,79,83,4,N,
williji03,2002,HOU,1,161,83,78,2,N,
tamarjo01,2002,HOU,2,1,1,0,2,N,
muserto01,2002,KCA,1,23,8,15,4,N,
mizerjo01,2002,KCA,2,13,5,8,4,N,
penato01,2002,KCA,3,126,49,77,4,N,
tracyji01,2002,LAN,1,162,92,70,3,N,
lopesda01,2002,MIL,1,15,3,12,6,N,
roystje01,2002,MIL,2,147,53,94,6,N,
gardero01,2002,MIN,1,156,91,65,1,N,
ullgesc01,2002,MIN,2,5,3,2,1,N,
robinfr02,2002,MON,1,162,83,79,2,N,
torrejo01,2002,NYA,1,161,103,58,1,N,
valenbo02,2002,NYN,1,161,75,86,5,N,
howear01,2002,OAK,1,162,103,59,1,N,
bowala01,2002,PHI,1,161,80,81,3,N,
mcclell01,2002,PIT,1,161,72,89,4,N,
bochybr01,2002,SDN,1,162,66,96,5,N,
pinielo01,2002,SEA,1,162,93,69,3,N,
bakerdu01,2002,SFN,1,162,95,66,2,N,
larusto01,2002,SLN,1,162,97,65,1,N,
mcraeha01,2002,TBA,1,161,55,106,5,N,
narroje01,2002,TEX,1,162,72,90,4,N,
martibu01,2002,TOR,1,53,20,33,3,N,
toscaca99,2002,TOR,2,109,58,51,3,N,
sciosmi01,2003,ANA,1,162,77,85,3,N,
brenlbo01,2003,ARI,1,162,84,78,3,N,
coxbo01,2003,ATL,1,160,99,61,1,N,
corrapa01,2003,ATL,2,2,2,0,1,N,
hargrmi01,2003,BAL,1,151,67,83,4,N,
perlosa01,2003,BAL,2,12,4,8,4,N,
littlgr99,2003,BOS,1,162,95,67,2,N,
manueje01,2003,CHA,1,162,86,76,2,N,
bakerdu01,2003,CHN,1,162,88,74,1,N,
boonebo01,2003,CIN,1,104,46,58,5,N,
knighra01,2003,CIN,2,1,1,0,5,N,
mileyda99,2003,CIN,3,57,22,35,5,N,
wedgeer01,2003,CLE,1,162,68,94,4,N,
hurdlcl01,2003,COL,1,162,74,88,4,N,
trammal01,2003,DET,1,162,43,119,5,N,
torboje01,2003,FLO,1,38,16,22,2,N,
mckeoja99,2003,FLO,2,124,75,49,2,N,
williji03,2003,HOU,1,162,87,75,2,N,
penato01,2003,KCA,1,162,83,79,3,N,
tracyji01,2003,LAN,1,162,85,77,2,N,
yostne01,2003,MIL,1,162,68,94,6,N,
gardero01,2003,MIN,1,162,90,72,1,N,
robinfr02,2003,MON,1,162,83,79,4,N,
torrejo01,2003,NYA,1,163,101,61,1,N,
howear01,2003,NYN,1,161,66,95,5,N,
machake01,2003,OAK,1,162,96,66,1,N,
bowala01,2003,PHI,1,162,86,76,3,N,
mcclell01,2003,PIT,1,162,75,87,4,N,
bochybr01,2003,SDN,1,162,64,98,5,N,
melvibo01,2003,SEA,1,162,93,69,2,N,
aloufe01,2003,SFN,1,161,100,61,1,N,
larusto01,2003,SLN,1,162,85,77,3,N,
pinielo01,2003,TBA,1,162,63,99,5,N,
showabu99,2003,TEX,1,162,71,91,4,N,
toscaca99,2003,TOR,1,159,83,76,3,N,
gibbojo02,2003,TOR,2,3,3,0,3,N,
sciosmi01,2004,ANA,1,161,91,70,1,N,
maddojo99,2004,ANA,2,1,1,0,1,N,
brenlbo01,2004,ARI,1,79,29,50,5,N,
pedrial01,2004,ARI,2,83,22,61,5,N,
coxbo01,2004,ATL,1,162,96,66,1,N,
mazzile01,2004,BAL,1,162,78,84,3,N,
francte01,2004,BOS,1,162,98,64,2,N,
guilloz01,2004,CHA,1,158,82,76,2,N,
baineha01,2004,CHA,2,4,1,3,2,N,
bakerdu01,2004,CHN,1,162,89,73,3,N,
mileyda99,2004,CIN,1,162,76,86,4,N,
wedgeer01,2004,CLE,1,162,80,82,3,N,
hurdlcl01,2004,COL,1,162,68,94,4,N,
trammal01,2004,DET,1,162,72,90,4,N,
mckeoja99,2004,FLO,1,162,83,79,3,N,
williji03,2004,HOU,1,88,44,44,2,N,
garneph01,2004,HOU,2,74,48,26,2,N,
penato01,2004,KCA,1,162,58,104,5,N,
tracyji01,2004,LAN,1,162,93,69,1,N,
yostne01,2004,MIL,1,161,67,94,6,N,
gardero01,2004,MIN,1,162,92,70,1,N,
robinfr02,2004,MON,1,162,67,95,5,N,
torrejo01,2004,NYA,1,161,100,61,1,N,
randowi01,2004,NYA,2,1,1,0,1,N,
howear01,2004,NYN,1,162,71,91,4,N,
machake01,2004,OAK,1,162,91,71,2,N,
bowala01,2004,PHI,1,160,85,75,2,N,
varshga01,2004,PHI,2,2,1,1,2,N,
mcclell01,2004,PIT,1,161,72,89,5,N,
bochybr01,2004,SDN,1,162,87,75,3,N,
melvibo01,2004,SEA,1,162,63,99,4,N,
aloufe01,2004,SFN,1,162,91,71,2,N,
larusto01,2004,SLN,1,162,105,57,1,N,
pinielo01,2004,TBA,1,161,70,91,4,N,
showabu99,2004,TEX,1,162,89,73,3,N,
toscaca99,2004,TOR,1,111,47,64,5,N,
gibbojo02,2004,TOR,2,50,20,30,5,N,
melvibo01,2005,ARI,1,162,77,85,2,N,
coxbo01,2005,ATL,1,162,90,72,1,N,
mazzile01,2005,BAL,1,107,51,56,4,N,
perlosa01,2005,BAL,2,55,23,32,4,N,
francte01,2005,BOS,1,154,90,64,2,N,
millsbr01,2005,BOS,2,8,5,3,2,N,
guilloz01,2005,CHA,1,162,99,63,1,N,
bakerdu01,2005,CHN,1,162,79,83,4,N,
mileyda99,2005,CIN,1,70,27,43,5,N,
narroje01,2005,CIN,2,93,46,46,5,N,
wedgeer01,2005,CLE,1,160,91,69,2,N,
bellbu01,2005,CLE,2,1,1,0,2,N,
thompro01,2005,CLE,3,1,1,0,2,N,
hurdlcl01,2005,COL,1,162,67,95,5,N,
trammal01,2005,DET,1,162,71,91,4,N,
mckeoja99,2005,FLO,1,162,83,79,4,N,
garneph01,2005,HOU,1,163,89,73,2,N,
penato01,2005,KCA,1,33,8,25,5,N,
schaebo99,2005,KCA,2,20,6,14,5,N,
bellbu01,2005,KCA,3,109,42,67,5,N,
sciosmi01,2005,LAA,1,162,95,67,1,N,
tracyji01,2005,LAN,1,162,71,91,4,N,
yostne01,2005,MIL,1,162,81,81,3,N,
gardero01,2005,MIN,1,162,83,79,3,N,
torrejo01,2005,NYA,1,161,95,66,1,N,
girarjo01,2005,NYA,2,1,0,1,1,N,
randowi01,2005,NYN,1,162,83,79,3,N,
machake01,2005,OAK,1,162,88,74,2,N,
manuech01,2005,PHI,1,162,88,74,2,N,
mcclell01,2005,PIT,1,135,55,80,6,N,
mackape01,2005,PIT,2,27,12,15,6,N,
bochybr01,2005,SDN,1,162,82,80,1,N,
hargrmi01,2005,SEA,1,162,69,93,4,N,
aloufe01,2005,SFN,1,162,75,87,3,N,
larusto01,2005,SLN,1,162,100,62,1,N,
pinielo01,2005,TBA,1,162,67,95,5,N,
showabu99,2005,TEX,1,162,79,83,3,N,
gibbojo02,2005,TOR,1,162,80,82,3,N,
robinfr02,2005,WAS,1,162,81,81,5,N,
melvibo01,2006,ARI,1,162,76,86,4,N,
coxbo01,2006,ATL,1,162,79,83,3,N,
perlosa01,2006,BAL,1,162,70,92,4,N,
francte01,2006,BOS,1,162,86,76,3,N,
guilloz01,2006,CHA,1,161,89,72,3,N,
corajo01,2006,CHA,2,1,1,0,3,N,
bakerdu01,2006,CHN,1,162,66,96,6,N,
narroje01,2006,CIN,1,162,80,82,3,N,
wedgeer01,2006,CLE,1,162,78,84,4,N,
hurdlcl01,2006,COL,1,162,76,86,5,N,
leylaji99,2006,DET,1,162,95,67,2,N,
girarjo01,2006,FLO,1,161,77,84,4,N,
tuckga99,2006,FLO,2,1,1,0,4,N,
garneph01,2006,HOU,1,162,82,80,2,N,
bellbu01,2006,KCA,1,152,58,94,5,N,
doranbi02,2006,KCA,2,10,4,6,5,N,
sciosmi01,2006,LAA,1,162,89,73,2,N,
littlgr99,2006,LAN,1,162,88,74,2,N,
yostne01,2006,MIL,1,162,75,87,4,N,
gardero01,2006,MIN,1,158,94,64,1,N,
ullgesc01,2006,MIN,2,4,2,2,1,N,
torrejo01,2006,NYA,1,161,96,65,1,N,
mazzile01,2006,NYA,2,1,1,0,1,N,
randowi01,2006,NYN,1,162,97,65,1,N,
machake01,2006,OAK,1,162,93,69,1,N,
manuech01,2006,PHI,1,161,85,76,2,N,
varshga01,2006,PHI,2,1,0,1,2,N,
tracyji01,2006,PIT,1,162,67,95,5,N,
bochybr01,2006,SDN,1,162,88,74,1,N,
hargrmi01,2006,SEA,1,162,78,84,4,N,
aloufe01,2006,SFN,1,160,76,84,3,N,
wotusro01,2006,SFN,2,1,0,1,3,N,
larusto01,2006,SLN,1,161,83,78,1,N,
maddojo99,2006,TBA,1,162,61,101,5,N,
showabu99,2006,TEX,1,156,77,79,3,N,
wakamdo01,2006,TEX,2,6,3,3,3,N,
gibbojo02,2006,TOR,1,162,87,75,2,N,
robinfr02,2006,WAS,1,162,71,91,5,N,
melvibo01,2007,ARI,1,162,90,72,1,N,
coxbo01,2007,ATL,1,162,84,78,3,N,
perlosa01,2007,BAL,1,72,31,41,4,N,
trembda99,2007,BAL,2,90,38,52,4,N,
francte01,2007,BOS,1,162,96,66,1,N,
guilloz01,2007,CHA,1,162,72,90,4,N,
pinielo01,2007,CHN,1,158,82,76,1,N,
trammal01,2007,CHN,2,4,3,1,1,N,
narroje01,2007,CIN,1,82,31,51,5,N,
mackape01,2007,CIN,2,80,41,39,5,N,
wedgeer01,2007,CLE,1,162,96,66,1,N,
hurdlcl01,2007,COL,1,163,90,73,2,N,
leylaji99,2007,DET,1,162,88,74,2,N,
gonzafr99,2007,FLO,1,162,71,91,5,N,
garneph01,2007,HOU,1,131,58,73,4,N,
coopece01,2007,HOU,2,31,15,16,4,N,
bellbu01,2007,KCA,1,162,69,93,5,N,
sciosmi01,2007,LAA,1,162,94,68,1,N,
littlgr99,2007,LAN,1,162,82,80,4,N,
yostne01,2007,MIL,1,162,83,79,2,N,
gardero01,2007,MIN,1,161,79,82,3,N,
ullgesc01,2007,MIN,2,1,0,1,3,N,
torrejo01,2007,NYA,1,160,93,67,2,N,
mattido01,2007,NYA,2,2,1,1,2,N,
randowi01,2007,NYN,1,162,88,74,2,N,
gerenbo01,2007,OAK,1,162,76,86,3,N,
manuech01,2007,PHI,1,162,89,73,1,N,
tracyji01,2007,PIT,1,162,68,94,6,N,
blackbu02,2007,SDN,1,163,89,74,3,N,
hargrmi01,2007,SEA,1,77,44,33,2,N,
mclarjo99,2007,SEA,2,85,44,41,2,N,
bochybr01,2007,SFN,1,162,71,91,5,N,
larusto01,2007,SLN,1,162,78,84,3,N,
maddojo99,2007,TBA,1,162,66,96,5,N,
washiro01,2007,TEX,1,162,75,87,4,N,
gibbojo02,2007,TOR,1,162,83,79,3,N,
actama99,2007,WAS,1,162,73,89,4,N,
melvibo01,2008,ARI,1,162,82,80,2,N,
coxbo01,2008,ATL,1,161,72,89,4,N,
cadahch99,2008,ATL,2,1,0,1,4,N,
trembda99,2008,BAL,1,161,68,93,5,N,
francte01,2008,BOS,1,160,95,65,2,N,
millsbr01,2008,BOS,2,2,0,2,2,N,
guilloz01,2008,CHA,1,161,87,74,1,N,
corajo01,2008,CHA,2,2,2,0,1,N,
pinielo01,2008,CHN,1,161,97,64,1,N,
bakerdu01,2008,CIN,1,160,72,88,5,N,
speiech01,2008,CIN,2,2,2,0,5,N,
wedgeer01,2008,CLE,1,162,81,81,3,N,
hurdlcl01,2008,COL,1,162,74,88,3,N,
leylaji99,2008,DET,1,159,74,85,5,N,
mcclell01,2008,DET,2,3,0,3,5,N,
gonzafr99,2008,FLO,1,161,84,77,3,N,
coopece01,2008,HOU,1,161,86,75,3,N,
hillmtr99,2008,KCA,1,162,75,87,4,N,
sciosmi01,2008,LAA,1,162,100,62,1,N,
torrejo01,2008,LAN,1,162,84,78,1,N,
yostne01,2008,MIL,1,150,83,67,2,N,
sveumda01,2008,MIL,2,12,7,5,2,N,
gardero01,2008,MIN,1,156,83,73,2,N,
ullgesc01,2008,MIN,2,7,5,2,2,N,
girarjo01,2008,NYA,1,159,88,71,3,N,
thomsro99,2008,NYA,2,3,1,2,3,N,
randowi01,2008,NYN,1,69,34,35,2,N,
manueje01,2008,NYN,2,93,55,38,2,N,
gerenbo01,2008,OAK,1,161,75,86,3,N,
manuech01,2008,PHI,1,162,92,70,1,N,
russejo02,2008,PIT,1,162,67,95,6,N,
blackbu02,2008,SDN,1,162,63,99,5,N,
mclarjo99,2008,SEA,1,72,25,47,4,N,
rigglji99,2008,SEA,2,90,36,54,4,N,
bochybr01,2008,SFN,1,162,72,90,4,N,
larusto01,2008,SLN,1,162,86,76,4,N,
maddojo99,2008,TBA,1,162,97,65,1,N,
washiro01,2008,TEX,1,162,79,83,2,N,
gibbojo02,2008,TOR,1,74,35,39,4,N,
gastoci01,2008,TOR,2,88,51,37,4,N,
actama99,2008,WAS,1,161,59,102,5,N,
melvibo01,2009,ARI,1,29,12,17,5,N,
hinchaj01,2009,ARI,2,133,58,75,5,N,
coxbo01,2009,ATL,1,162,86,76,3,N,
trembda99,2009,BAL,1,160,63,97,5,N,
jaussda99,2009,BAL,2,2,1,1,5,N,
francte01,2009,BOS,1,162,95,67,2,N,
guilloz01,2009,CHA,1,162,79,83,3,N,
pinielo01,2009,CHN,1,161,83,78,2,N,
bakerdu01,2009,CIN,1,162,78,84,4,N,
wedgeer01,2009,CLE,1,162,65,97,5,N,
hurdlcl01,2009,COL,1,46,18,28,2,N,
tracyji01,2009,COL,2,116,74,42,2,N,
leylaji99,2009,DET,1,163,86,77,2,N,
gonzafr99,2009,FLO,1,162,87,75,2,N,
coopece01,2009,HOU,1,149,70,79,5,N,
clarkda05,2009,HOU,2,13,4,9,5,N,
hillmtr99,2009,KCA,1,159,64,95,4,N,
gibbojo02,2009,KCA,2,3,1,2,4,N,
